attemptdate,attemptresult,userid,type,maxsessionuid
3/18/2020 12:50,TIMEOUT,HBA1985,LIMITED,891773
3/18/2020 12:51,SYSLOGOUT,HBA2331,AUTHORIZED,891839
3/18/2020 12:51,LOGIN,HBA2172,AUTHORIZED,891937
3/18/2020 12:51,TIMEOUT,HBA1929,AUTHORIZED,891647
3/18/2020 12:52,LOGIN,HBA2214,AUTHORIZED,891585
3/18/2020 12:52,LOGOUT,HBA2351,AUTHORIZED,891649
3/18/2020 12:53,LOGIN,HBA2270,AUTHORIZED,891863
3/18/2020 12:53,LOGIN,HBA1919,AUTHORIZED,892024
3/18/2020 12:54,TIMEOUT,HBA1936,LIMITED,891856
3/18/2020 12:55,SYSLOGOUT,HBA1742,AUTHORIZED,891838
3/18/2020 12:55,TIMEOUT,HBA1799,AUTHORIZED,891642
3/18/2020 12:55,LOGIN,HBA1720,LIMITED,892025
3/18/2020 12:55,LOGIN,HBA1929,AUTHORIZED,891864
3/18/2020 12:56,LOGIN,HBA1978,LIMITED,891474
3/18/2020 12:57,LOGIN,HBA2336,EXPRESS,891586
3/18/2020 12:57,LOGOUT,HBA2336,EXPRESS,891586
3/18/2020 12:57,LOGIN,HBA2336,EXPRESS,891587
3/18/2020 12:57,TIMEOUT,HBA2214,AUTHORIZED,891392
3/18/2020 12:57,TIMEOUT,HBA2169,LIMITED,891394
3/18/2020 12:58,TIMEOUT,HBA2175,AUTHORIZED,891470
3/18/2020 12:58,LOGIN,HBA2330,LIMITED,891865
3/18/2020 12:58,LOGIN,HBA2243,AUTHORIZED,891777
3/18/2020 12:59,LOGIN,HBA1850,LIMITED,891778
3/18/2020 13:00,LOGIN,HBA1826,AUTHORIZED,891395
3/18/2020 13:00,LOGIN,HBA1990,AUTHORIZED,891396
3/18/2020 13:00,LOGIN,HBA1990,AUTHORIZED,891397
3/18/2020 13:01,TIMEOUT,HBA2214,AUTHORIZED,891585
3/18/2020 13:01,TIMEOUT,HBA1978,LIMITED,891474
3/18/2020 13:02,TIMEOUT,HBA1808,AUTHORIZED,891648
3/18/2020 13:02,LOGIN,HBA1922,AUTHORIZED,891938
3/18/2020 13:02,LOGIN,HBA1629,EXPRESS,891866
3/18/2020 13:02,LOGIN,HBA1629,EXPRESS,891475
3/18/2020 13:02,TIMEOUT,HBA1869,LIMITED,891776
3/18/2020 13:03,TIMEOUT,HBA1617,LIMITED,892004
3/18/2020 13:03,LOGIN,HBA1914,AUTHORIZED,891398
3/18/2020 13:04,LOGOUT,HBA1990,AUTHORIZED,891397
3/18/2020 13:04,LOGOUT,HBA1990,AUTHORIZED,891396
3/18/2020 13:04,LOGOUT,HBA2270,AUTHORIZED,891863
3/18/2020 13:04,LOGIN,HBA2133,AUTHORIZED,891588
3/18/2020 13:04,LOGIN,HBA2241,AUTHORIZED,891779
3/18/2020 13:05,LOGIN,HBA1869,LIMITED,891780
3/18/2020 13:05,LOGOUT,HBA1869,LIMITED,891780
3/18/2020 13:05,LOGIN,HBA1990,AUTHORIZED,891400
3/18/2020 13:05,LOGIN,HBA1990,AUTHORIZED,891399
3/18/2020 13:05,LOGIN,HBA1869,LIMITED,891781
3/18/2020 13:06,SYSLOGOUT,HBA2178,AUTHORIZED,891331
3/18/2020 13:06,TIMEOUT,HBA1919,AUTHORIZED,892024
3/18/2020 13:06,LOGOUT,HBA1994,AUTHORIZED,0
3/18/2020 13:06,LOGIN,HBA1834,LIMITED,891476
3/18/2020 13:06,LOGIN,HBA1617,LIMITED,892026
3/18/2020 13:06,TIMEOUT,HBA1890,LIMITED,891583
3/18/2020 13:06,LOGOUT,HBA1629,EXPRESS,891475
3/18/2020 13:07,LOGIN,HBA1629,EXPRESS,891477
3/18/2020 13:07,LOGOUT,HBA1629,EXPRESS,891477
3/18/2020 13:08,TIMEOUT,HBA2255,AUTHORIZED,891459
3/18/2020 13:08,LOGIN,HBA2279,AUTHORIZED,891589
3/18/2020 13:09,LOGOUT,HBA1990,AUTHORIZED,891399
3/18/2020 13:09,LOGOUT,HBA1914,AUTHORIZED,891398
3/18/2020 13:09,LOGOUT,HBA1990,AUTHORIZED,891400
3/18/2020 13:09,TIMEOUT,HBA2279,AUTHORIZED,891644
3/18/2020 13:09,TIMEOUT,HBA1990,AUTHORIZED,891857
3/18/2020 13:09,LOGIN,HBA2117,LIMITED,892027
3/18/2020 13:09,LOGOUT,HBA1994,AUTHORIZED,0
3/18/2020 13:09,TIMEOUT,HBA2284,AUTHORIZED,892021
3/18/2020 13:10,LOGIN,HBA2211,LIMITED,891782
3/18/2020 13:10,LOGIN,HBA1988,LIMITED,892028
3/18/2020 13:11,LOGIN,HBA2255,AUTHORIZED,891478
3/18/2020 13:12,LOGOUT,HBA2279,AUTHORIZED,891589
3/18/2020 13:12,LOGIN,HBA2351,AUTHORIZED,891650
3/18/2020 13:12,LOGIN,HBA2351,AUTHORIZED,891651
3/18/2020 13:12,LOGOUT,HBA1988,LIMITED,892028
3/18/2020 13:13,LOGIN,HBA2086,LIMITED,891783
3/18/2020 13:13,LOGOUT,HBA2173,LIMITED,892023
3/18/2020 13:13,LOGIN,HBA1990,AUTHORIZED,892029
3/18/2020 13:13,TIMEOUT,HBA1888,AUTHORIZED,891774
3/18/2020 13:13,LOGOUT,HBA1994,AUTHORIZED,0
3/18/2020 13:13,LOGOUT,HBA2133,AUTHORIZED,891588
3/18/2020 13:14,TIMEOUT,HBA2193,LIMITED,891473
3/18/2020 13:14,LOGIN,HBA1888,AUTHORIZED,891784
3/18/2020 13:14,LOGIN,HBA1922,AUTHORIZED,891867
3/18/2020 13:14,TIMEOUT,HBA1869,LIMITED,891781
3/18/2020 13:14,LOGIN,HBA1894,AUTHORIZED,891652
3/18/2020 13:15,TIMEOUT,HBA1942,AUTHORIZED,891861
3/18/2020 13:15,LOGOUT,HBA1994,AUTHORIZED,0
3/18/2020 13:16,TIMEOUT,HBA2101,LIMITED,891577
3/18/2020 13:16,LOGOUT,HBA2351,AUTHORIZED,891650
3/18/2020 13:16,LOGOUT,HBA2351,AUTHORIZED,891651
3/18/2020 13:16,TIMEOUT,HBA1745,LIMITED,891380
3/18/2020 13:18,SYSLOGOUT,HBA2345,AUTHORIZED,891637
3/18/2020 13:18,LOGIN,HBA2279,AUTHORIZED,891868
3/18/2020 13:18,LOGIN,HBA1749,AUTHORIZED,891869
3/18/2020 13:18,LOGIN,HBA2133,AUTHORIZED,891590
3/18/2020 13:18,LOGIN,HBA1942,AUTHORIZED,891870
3/18/2020 13:19,LOGOUT,HBA2211,LIMITED,891782
3/18/2020 13:19,LOGIN,HBA1858,LIMITED,891939
3/18/2020 13:20,LOGIN,HBA2066,LIMITED,891591
3/18/2020 13:20,LOGIN,HBA1953,EXPRESS,891479
3/18/2020 13:21,TIMEOUT,HBA2117,LIMITED,892027
3/18/2020 13:21,LOGIN,HBA2092,LIMITED,892030
3/18/2020 13:21,TIMEOUT,HBA1850,LIMITED,891778
3/18/2020 13:21,LOGIN,HBA2255,AUTHORIZED,891785
3/18/2020 13:21,TIMEOUT,HBA2255,AUTHORIZED,891478
3/18/2020 13:22,LOGIN,HBA1676,AUTHORIZED,891480
3/18/2020 13:22,LOGOUT,HBA2133,AUTHORIZED,891590
3/18/2020 13:22,TIMEOUT,HBA2331,AUTHORIZED,891859
3/18/2020 13:22,LOGIN,HBA2279,AUTHORIZED,891592
3/18/2020 13:22,TIMEOUT,HBA1826,AUTHORIZED,891395
3/18/2020 13:22,LOGIN,HBA2292,AUTHORIZED,892102
3/18/2020 13:23,LOGIN,HBA1824,AUTHORIZED,891593
3/18/2020 13:25,LOGIN,HBA1623,LIMITED,891786
3/18/2020 13:25,LOGIN,HBA1633,EXPRESS,891787
3/18/2020 13:26,LOGIN,HBA1914,AUTHORIZED,892103
3/18/2020 13:26,LOGOUT,HBA2279,AUTHORIZED,891592
3/18/2020 13:27,LOGIN,HBA1608,LIMITED,891871
3/18/2020 13:27,TIMEOUT,HBA1858,LIMITED,891939
3/18/2020 13:27,TIMEOUT,HBA2336,EXPRESS,891587
3/18/2020 13:27,TIMEOUT,HBA2240,AUTHORIZED,891472
3/18/2020 13:29,LOGIN,HBA1977,AUTHORIZED,892031
3/18/2020 13:29,TIMEOUT,HBA2243,AUTHORIZED,891777
3/18/2020 13:29,LOGIN,HBA1813,LIMITED,891940
3/18/2020 13:29,LOGIN,HBA2331,AUTHORIZED,891872
3/18/2020 13:30,LOGIN,HBA2101,LIMITED,891594
3/18/2020 13:31,TIMEOUT,HBA1946,LIMITED,891387
3/18/2020 13:31,LOGIN,HBA1866,LIMITED,892104
3/18/2020 13:31,LOGOUT,HBA1866,LIMITED,892104
3/18/2020 13:31,LOGIN,HBA1866,LIMITED,892105
3/18/2020 13:31,LOGIN,HBA1914,AUTHORIZED,891481
3/18/2020 13:31,LOGOUT,HBA1914,AUTHORIZED,892103
3/18/2020 13:32,TIMEOUT,HBA2172,AUTHORIZED,891937
3/18/2020 13:32,LOGIN,HBA1888,AUTHORIZED,891788
3/18/2020 13:32,TIMEOUT,HBA1629,EXPRESS,891866
3/18/2020 13:33,LOGIN,HBA2279,AUTHORIZED,891595
3/18/2020 13:34,TIMEOUT,HBA1784,LIMITED,891463
3/18/2020 13:34,LOGIN,HBA2240,AUTHORIZED,891482
3/18/2020 13:34,LOGIN,HBA2351,AUTHORIZED,891653
3/18/2020 13:34,LOGIN,HBA2351,AUTHORIZED,891654
3/18/2020 13:35,LOGOUT,HBA1914,AUTHORIZED,891481
3/18/2020 13:36,LOGIN,HBA2351,AUTHORIZED,891483
3/18/2020 13:36,TIMEOUT,HBA1922,AUTHORIZED,891938
3/18/2020 13:36,LOGOUT,HBA2279,AUTHORIZED,891595
3/18/2020 13:36,TIMEOUT,HBA1674,AUTHORIZED,891771
3/18/2020 13:37,TIMEOUT,HBA1819,AUTHORIZED,891582
3/18/2020 13:38,TIMEOUT,HBA1834,LIMITED,891476
3/18/2020 13:39,LOGIN,HBA2211,LIMITED,891789
3/18/2020 13:39,LOGOUT,HBA2351,AUTHORIZED,891653
3/18/2020 13:39,LOGOUT,HBA2351,AUTHORIZED,891654
3/18/2020 13:39,LOGOUT,HBA2351,AUTHORIZED,891483
3/18/2020 13:39,LOGIN,HBA1890,LIMITED,891596
3/18/2020 13:39,LOGOUT,HBA1890,LIMITED,891596
3/18/2020 13:40,LOGIN,HBA1890,LIMITED,891597
3/18/2020 13:40,LOGIN,HBA1890,LIMITED,891598
3/18/2020 13:40,LOGIN,HBA2350,LIMITED,891790
3/18/2020 13:40,LOGIN,HBA2172,AUTHORIZED,891941
3/18/2020 13:40,LOGOUT,HBA2172,AUTHORIZED,891941
3/18/2020 13:40,LOGIN,HBA1996,LIMITED,892106
3/18/2020 13:40,LOGIN,HBA2172,AUTHORIZED,891942
3/18/2020 13:40,LOGOUT,HBA2350,LIMITED,891790
3/18/2020 13:41,TIMEOUT,HBA1720,LIMITED,892025
3/18/2020 13:41,LOGIN,HBA2350,LIMITED,891484
3/18/2020 13:41,LOGIN,HBA2156,LIMITED,892107
3/18/2020 13:42,LOGIN,HBA2243,AUTHORIZED,891873
3/18/2020 13:42,LOGIN,HBA1746,LIMITED,891874
3/18/2020 13:42,LOGOUT,HBA1996,LIMITED,892106
3/18/2020 13:42,LOGOUT,HBA2156,LIMITED,892107
3/18/2020 13:43,LOGIN,HBA2114,LIMITED,891485
3/18/2020 13:43,TIMEOUT,HBA2086,LIMITED,891783
3/18/2020 13:43,LOGIN,HBA1990,AUTHORIZED,892108
3/18/2020 13:43,LOGIN,HBA1990,AUTHORIZED,892109
3/18/2020 13:43,TIMEOUT,HBA1990,AUTHORIZED,892029
3/18/2020 13:43,LOGIN,HBA1784,LIMITED,891486
3/18/2020 13:44,LOGIN,HBA1902,AUTHORIZED,891791
3/18/2020 13:44,LOGIN,HBA1936,LIMITED,891875
3/18/2020 13:44,LOGIN,HBA2006,LIMITED,891943
3/18/2020 13:46,LOGIN,HBA2086,LIMITED,891487
3/18/2020 13:46,LOGIN,HBA1894,AUTHORIZED,891792
3/18/2020 13:47,LOGIN,HBA2156,LIMITED,892110
3/18/2020 13:47,LOGIN,HBA2244,LIMITED,891944
3/18/2020 13:47,TIMEOUT,HBA1994,AUTHORIZED,0
3/18/2020 13:47,LOGOUT,HBA1990,AUTHORIZED,892109
3/18/2020 13:47,LOGIN,HBA1646,LIMITED,891793
3/18/2020 13:47,LOGOUT,HBA2156,LIMITED,892110
3/18/2020 13:47,LOGIN,HBA1760,AUTHORIZED,891488
3/18/2020 13:48,LOGIN,HBA1973,AUTHORIZED,892111
3/18/2020 13:48,LOGOUT,HBA1990,AUTHORIZED,892108
3/18/2020 13:49,LOGIN,HBA2133,AUTHORIZED,891599
3/18/2020 13:49,LOGOUT,HBA2350,LIMITED,891484
3/18/2020 13:49,LOGIN,HBA1990,AUTHORIZED,892032
3/18/2020 13:50,LOGIN,HBA1674,AUTHORIZED,891794
3/18/2020 13:51,TIMEOUT,HBA1674,AUTHORIZED,891794
3/18/2020 13:51,LOGIN,HBA1742,AUTHORIZED,891876
3/18/2020 13:52,TIMEOUT,HBA1914,AUTHORIZED,891393
3/18/2020 13:52,LOGIN,HBA1935,LIMITED,892112
3/18/2020 13:52,LOGIN,HBA1827,LIMITED,891945
3/18/2020 13:52,LOGIN,HBA1944,LIMITED,891877
3/18/2020 13:52,LOGIN,HBA1819,AUTHORIZED,891600
3/18/2020 13:52,TIMEOUT,HBA2066,LIMITED,891591
3/18/2020 13:52,LOGIN,HBA2284,AUTHORIZED,892033
3/18/2020 13:53,LOGOUT,HBA2133,AUTHORIZED,891599
3/18/2020 13:53,TIMEOUT,HBA2092,LIMITED,892030
3/18/2020 13:54,TIMEOUT,HBA1824,AUTHORIZED,891593
3/18/2020 13:54,TIMEOUT,HBA1994,AUTHORIZED,891858
3/18/2020 13:54,LOGOUT,HBA1813,LIMITED,891940
3/18/2020 13:55,LOGIN,HBA2169,LIMITED,892113
3/18/2020 13:55,LOGOUT,HBA2169,LIMITED,892113
3/18/2020 13:55,LOGIN,HBA2169,LIMITED,892114
3/18/2020 13:55,TIMEOUT,HBA1633,EXPRESS,891787
3/18/2020 13:55,TIMEOUT,HBA1922,AUTHORIZED,891867
3/18/2020 13:56,LOGIN,HBA2006,LIMITED,891489
3/18/2020 13:56,LOGIN,HBA1743,LIMITED,891795
3/18/2020 13:57,LOGIN,HBA2264,AUTHORIZED,891796
3/18/2020 13:57,TIMEOUT,HBA1953,EXPRESS,891479
3/18/2020 13:57,LOGIN,HBA1674,AUTHORIZED,891797
3/18/2020 13:57,LOGOUT,HBA1674,AUTHORIZED,891797
3/18/2020 13:57,LOGIN,HBA1674,AUTHORIZED,891798
3/18/2020 13:58,LOGIN,HBA1899,LIMITED,892034
3/18/2020 13:58,LOGIN,HBA1994,AUTHORIZED,891946
3/18/2020 13:59,TIMEOUT,HBA1977,AUTHORIZED,892031
3/18/2020 13:59,LOGIN,HBA2253,AUTHORIZED,892202
3/18/2020 13:59,LOGOUT,HBA2253,AUTHORIZED,892202
3/18/2020 13:59,LOGIN,HBA2253,AUTHORIZED,892203
3/18/2020 13:59,LOGIN,HBA1813,LIMITED,892035
3/18/2020 14:00,LOGIN,HBA1977,AUTHORIZED,892036
3/18/2020 14:00,LOGOUT,HBA1813,LIMITED,892035
3/18/2020 14:00,TIMEOUT,HBA2086,LIMITED,891487
3/18/2020 14:02,LOGIN,HBA2171,LIMITED,891490
3/18/2020 14:02,TIMEOUT,HBA2292,AUTHORIZED,892102
3/18/2020 14:02,TIMEOUT,HBA1888,AUTHORIZED,891788
3/18/2020 14:03,LOGIN,HBA1674,AUTHORIZED,892115
3/18/2020 14:04,TIMEOUT,HBA1866,LIMITED,892105
3/18/2020 14:04,LOGIN,HBA1990,AUTHORIZED,891655
3/18/2020 14:04,LOGIN,HBA1990,AUTHORIZED,892037
3/18/2020 14:04,TIMEOUT,HBA2279,AUTHORIZED,891868
3/18/2020 14:04,TIMEOUT,HBA2175,AUTHORIZED,891094
3/18/2020 14:05,LOGOUT,HBA2171,LIMITED,891490
3/18/2020 14:05,LOGIN,HBA2171,LIMITED,891491
3/18/2020 14:05,LOGOUT,HBA1899,LIMITED,892034
3/18/2020 14:05,TIMEOUT,HBA1674,AUTHORIZED,891798
3/18/2020 14:05,TIMEOUT,HBA1994,AUTHORIZED,891946
3/18/2020 14:06,TIMEOUT,HBA1888,AUTHORIZED,891784
3/18/2020 14:07,TIMEOUT,HBA1623,LIMITED,891786
3/18/2020 14:07,LOGOUT,HBA1990,AUTHORIZED,892037
3/18/2020 14:08,TIMEOUT,HBA2255,AUTHORIZED,891785
3/18/2020 14:08,LOGIN,HBA1649,AUTHORIZED,891878
3/18/2020 14:08,LOGOUT,HBA1990,AUTHORIZED,891655
3/18/2020 14:08,SYSLOGOUT,HBA2346,LIMITED,891446
3/18/2020 14:08,LOGIN,HBA1745,LIMITED,892116
3/18/2020 14:09,LOGOUT,HBA2244,LIMITED,891944
3/18/2020 14:09,LOGOUT,HBA1745,LIMITED,892116
3/18/2020 14:10,TIMEOUT,HBA1890,LIMITED,891597
3/18/2020 14:10,TIMEOUT,HBA2330,LIMITED,891865
3/18/2020 14:10,LOGIN,HBA1623,LIMITED,891799
3/18/2020 14:11,TIMEOUT,HBA1944,LIMITED,891877
3/18/2020 14:12,TIMEOUT,HBA2169,LIMITED,892114
3/18/2020 14:12,SYSLOGOUT,HBA1998,LIMITED,891383
3/18/2020 14:12,LOGIN,HBA1990,AUTHORIZED,891656
3/18/2020 14:12,LOGIN,HBA1990,AUTHORIZED,891657
3/18/2020 14:13,TIMEOUT,HBA1807,AUTHORIZED,891579
3/18/2020 14:13,TIMEOUT,HBA1623,LIMITED,891799
3/18/2020 14:14,TIMEOUT,HBA2171,LIMITED,891491
3/18/2020 14:14,TIMEOUT,HBA2101,LIMITED,891594
3/18/2020 14:14,LOGIN,HBA1824,AUTHORIZED,892204
3/18/2020 14:14,TIMEOUT,HBA2006,LIMITED,891943
3/18/2020 14:15,LOGIN,HBA2101,LIMITED,892205
3/18/2020 14:15,LOGOUT,HBA2101,LIMITED,892205
3/18/2020 14:15,LOGIN,HBA2101,LIMITED,892206
3/18/2020 14:15,LOGIN,HBA1753,EXPRESS,891492
3/18/2020 14:15,LOGIN,HBA1888,AUTHORIZED,891800
3/18/2020 14:15,LOGIN,HBA1919,AUTHORIZED,892038
3/18/2020 14:15,SYSLOGOUT,HBA2172,AUTHORIZED,892017
3/18/2020 14:16,LOGIN,HBA2224,AUTHORIZED,892302
3/18/2020 14:16,LOGOUT,HBA1990,AUTHORIZED,891656
3/18/2020 14:16,LOGOUT,HBA1990,AUTHORIZED,891657
3/18/2020 14:17,LOGOUT,HBA1760,AUTHORIZED,891488
3/18/2020 14:18,LOGIN,HBA2346,LIMITED,891493
3/18/2020 14:18,LOGIN,HBA2173,LIMITED,892303
3/18/2020 14:19,LOGIN,HBA2330,LIMITED,891879
3/18/2020 14:20,LOGOUT,HBA2253,AUTHORIZED,891584
3/18/2020 14:20,TIMEOUT,HBA1902,AUTHORIZED,891791
3/18/2020 14:20,LOGIN,HBA2142,AUTHORIZED,891947
3/18/2020 14:20,LOGOUT,HBA2142,AUTHORIZED,891947
3/18/2020 14:20,LOGIN,HBA2142,AUTHORIZED,891948
3/18/2020 14:21,TIMEOUT,HBA2006,LIMITED,891489
3/18/2020 14:21,LOGIN,HBA1807,AUTHORIZED,892207
3/18/2020 14:21,TIMEOUT,HBA1742,AUTHORIZED,891876
3/18/2020 14:22,LOGIN,HBA2006,LIMITED,892039
3/18/2020 14:22,TIMEOUT,HBA1827,LIMITED,891945
3/18/2020 14:22,LOGOUT,HBA1973,AUTHORIZED,892111
3/18/2020 14:23,LOGIN,HBA2133,AUTHORIZED,892040
3/18/2020 14:23,SYSLOGOUT,HBA1639,AUTHORIZED,891468
3/18/2020 14:24,LOGIN,HBA2350,LIMITED,892117
3/18/2020 14:24,LOGIN,HBA2279,AUTHORIZED,892208
3/18/2020 14:24,TIMEOUT,HBA1753,EXPRESS,891492
3/18/2020 14:25,LOGIN,HBA1846,LIMITED,891880
3/18/2020 14:26,TIMEOUT,HBA2284,AUTHORIZED,892033
3/18/2020 14:26,LOGIN,HBA2178,AUTHORIZED,891949
3/18/2020 14:26,LOGIN,HBA2243,AUTHORIZED,892118
3/18/2020 14:27,TIMEOUT,HBA1743,LIMITED,891795
3/18/2020 14:27,LOGIN,HBA2050,LIMITED,891881
3/18/2020 14:27,TIMEOUT,HBA1746,LIMITED,891874
3/18/2020 14:27,TIMEOUT,HBA2243,AUTHORIZED,891873
3/18/2020 14:28,TIMEOUT,HBA1749,AUTHORIZED,891869
3/18/2020 14:28,TIMEOUT,HBA2224,AUTHORIZED,892302
3/18/2020 14:28,SYSLOGOUT,HBA2214,AUTHORIZED,891392
3/18/2020 14:28,LOGOUT,HBA2133,AUTHORIZED,892040
3/18/2020 14:29,LOGIN,HBA1990,AUTHORIZED,891658
3/18/2020 14:29,LOGIN,HBA1990,AUTHORIZED,891659
3/18/2020 14:29,LOGIN,HBA1850,LIMITED,892304
3/18/2020 14:29,LOGIN,HBA1846,LIMITED,892209
3/18/2020 14:29,LOGIN,HBA1846,LIMITED,892210
3/18/2020 14:30,TIMEOUT,HBA2006,LIMITED,892039
3/18/2020 14:30,LOGOUT,HBA2279,AUTHORIZED,892208
3/18/2020 14:30,TIMEOUT,HBA1977,AUTHORIZED,892036
3/18/2020 14:31,TIMEOUT,HBA1846,LIMITED,891880
3/18/2020 14:31,LOGIN,HBA1742,AUTHORIZED,891882
3/18/2020 14:31,TIMEOUT,HBA1676,AUTHORIZED,891480
3/18/2020 14:32,LOGOUT,HBA2253,AUTHORIZED,892203
3/18/2020 14:32,TIMEOUT,HBA2114,LIMITED,891485
3/18/2020 14:32,LOGIN,HBA2284,AUTHORIZED,892041
3/18/2020 14:33,TIMEOUT,HBA1994,AUTHORIZED,0
3/18/2020 14:33,LOGOUT,HBA1990,AUTHORIZED,891658
3/18/2020 14:33,LOGOUT,HBA1990,AUTHORIZED,891659
3/18/2020 14:33,LOGOUT,HBA1935,LIMITED,892112
3/18/2020 14:34,LOGIN,HBA1990,AUTHORIZED,891883
3/18/2020 14:36,LOGIN,HBA2359,LIMITED,891494
3/18/2020 14:37,LOGIN,HBA1629,EXPRESS,892042
3/18/2020 14:37,LOGOUT,HBA1929,AUTHORIZED,891864
3/18/2020 14:38,LOGOUT,HBA1990,AUTHORIZED,891883
3/18/2020 14:38,LOGIN,HBA1929,AUTHORIZED,891884
3/18/2020 14:38,LOGIN,HBA1761,LIMITED,891885
3/18/2020 14:38,LOGIN,HBA2279,AUTHORIZED,891886
3/18/2020 14:38,LOGOUT,HBA2279,AUTHORIZED,891886
3/18/2020 14:38,LOGIN,HBA2279,AUTHORIZED,891887
3/18/2020 14:39,TIMEOUT,HBA1649,AUTHORIZED,891878
3/18/2020 14:39,SYSLOGOUT,HBA2279,AUTHORIZED,891644
3/18/2020 14:39,LOGOUT,HBA2299,AUTHORIZED,891935
3/18/2020 14:41,LOGOUT,HBA2359,LIMITED,891494
3/18/2020 14:41,LOGIN,HBA2359,LIMITED,891495
3/18/2020 14:41,LOGOUT,HBA2359,LIMITED,891495
3/18/2020 14:41,LOGIN,HBA2359,LIMITED,891496
3/18/2020 14:41,LOGIN,HBA1808,AUTHORIZED,892305
3/18/2020 14:42,LOGIN,HBA1914,AUTHORIZED,891498
3/18/2020 14:42,LOGIN,HBA1914,AUTHORIZED,891497
3/18/2020 14:42,LOGIN,HBA2094,AUTHORIZED,891950
3/18/2020 14:42,LOGOUT,HBA2094,AUTHORIZED,891950
3/18/2020 14:42,LOGIN,HBA2094,AUTHORIZED,891951
3/18/2020 14:43,TIMEOUT,HBA2211,LIMITED,891789
3/18/2020 14:43,SYSLOGOUT,HBA2193,LIMITED,891473
3/18/2020 14:44,TIMEOUT,HBA1936,LIMITED,891875
3/18/2020 14:44,TIMEOUT,HBA1824,AUTHORIZED,892204
3/18/2020 14:44,LOGIN,HBA2179,LIMITED,891952
3/18/2020 14:45,LOGIN,HBA1820,LIMITED,892119
3/18/2020 14:45,LOGIN,HBA2133,AUTHORIZED,892043
3/18/2020 14:45,TIMEOUT,HBA1888,AUTHORIZED,891800
3/18/2020 14:45,LOGOUT,HBA1914,AUTHORIZED,891498
3/18/2020 14:45,LOGOUT,HBA1914,AUTHORIZED,891497
3/18/2020 14:45,LOGIN,HBA1977,AUTHORIZED,892044
3/18/2020 14:45,LOGIN,HBA2255,AUTHORIZED,892306
3/18/2020 14:46,TIMEOUT,HBA1919,AUTHORIZED,892038
3/18/2020 14:46,TIMEOUT,HBA2240,AUTHORIZED,891482
3/18/2020 14:46,LOGIN,HBA1970,LIMITED,891888
3/18/2020 14:47,LOGIN,HBA1919,AUTHORIZED,892045
3/18/2020 14:47,TIMEOUT,HBA2241,AUTHORIZED,891779
3/18/2020 14:47,LOGIN,HBA1782,AUTHORIZED,891889
3/18/2020 14:47,TIMEOUT,HBA2255,AUTHORIZED,892306
3/18/2020 14:48,LOGOUT,HBA1629,EXPRESS,892042
3/18/2020 14:48,TIMEOUT,HBA1761,LIMITED,891885
3/18/2020 14:48,LOGOUT,HBA2133,AUTHORIZED,892043
3/18/2020 14:48,LOGIN,HBA1936,LIMITED,891890
3/18/2020 14:48,TIMEOUT,HBA1942,AUTHORIZED,891870
3/18/2020 14:49,LOGIN,HBA2308,LIMITED,892211
3/18/2020 14:50,LOGOUT,HBA2179,LIMITED,891952
3/18/2020 14:50,LOGIN,HBA1990,AUTHORIZED,891891
3/18/2020 14:50,TIMEOUT,HBA1608,LIMITED,891871
3/18/2020 14:50,TIMEOUT,HBA2359,LIMITED,891496
3/18/2020 14:50,LOGIN,HBA1718,LIMITED,891499
3/18/2020 14:51,LOGIN,HBA1895,LIMITED,892046
3/18/2020 14:51,LOGIN,HBA2012,LIMITED,891500
3/18/2020 14:52,LOGIN,HBA2025,LIMITED,892047
3/18/2020 14:52,TIMEOUT,HBA2264,AUTHORIZED,891796
3/18/2020 14:52,LOGIN,HBA1649,AUTHORIZED,891892
3/18/2020 14:53,LOGIN,HBA2156,LIMITED,892120
3/18/2020 14:53,LOGIN,HBA1914,AUTHORIZED,892402
3/18/2020 14:53,LOGIN,HBA1914,AUTHORIZED,892403
3/18/2020 14:53,TIMEOUT,HBA1646,LIMITED,891793
3/18/2020 14:54,LOGOUT,HBA2156,LIMITED,892120
3/18/2020 14:54,LOGOUT,HBA1990,AUTHORIZED,891891
3/18/2020 14:54,LOGIN,HBA1877,LIMITED,891953
3/18/2020 14:55,LOGIN,HBA1990,AUTHORIZED,891893
3/18/2020 14:55,LOGIN,HBA1990,AUTHORIZED,891894
3/18/2020 14:55,TIMEOUT,HBA1784,LIMITED,891486
3/18/2020 14:55,TIMEOUT,HBA1939,AUTHORIZED,891382
3/18/2020 14:55,LOGIN,HBA1945,LIMITED,891954
3/18/2020 14:55,LOGIN,HBA1990,AUTHORIZED,892048
3/18/2020 14:56,TIMEOUT,HBA2178,AUTHORIZED,891949
3/18/2020 14:56,TIMEOUT,HBA1742,AUTHORIZED,891882
3/18/2020 14:56,LOGOUT,HBA1914,AUTHORIZED,892403
3/18/2020 14:56,LOGOUT,HBA1914,AUTHORIZED,892402
3/18/2020 14:57,LOGIN,HBA1741,LIMITED,892212
3/18/2020 14:57,LOGIN,HBA1761,LIMITED,892213
3/18/2020 14:58,LOGIN,HBA1646,LIMITED,892307
3/18/2020 14:58,LOGIN,HBA2269,LIMITED,892214
3/18/2020 14:58,TIMEOUT,HBA1674,AUTHORIZED,892115
3/18/2020 14:58,LOGOUT,HBA1990,AUTHORIZED,891894
